attendance_pct,mid1_avg,mid2_avg,assignment_rate,prev_sgpa,classes_missed_streak,low_att_subjects,failing_subjects,credits,theory_count,lab_count,sgpa,Risk_Status
93.84378794221627,0.5883352557336469,0.9087231796065223,1.0263269096924519,6.58702424912368,2,2,0,9,2,2,5.256602903277122,Warning
90.86415476906156,0.7129655480023523,0.7557816090447814,1.0550366070986954,4.913091835238513,2,4,1,15,3,2,7.621916862243836,Warning
97.62836132409255,0.569930861423734,0.5515441317564297,0.6735626655256303,4.5943923452231035,2,2,2,12,2,2,10.930806412390051,At-Risk
99.15298920536688,0.7129129898847233,0.6971008240745733,0.9330446527606348,7.062165856990818,1,2,1,18,4,2,8.291998558498513,At-Risk
65.27489947213931,0.8575156659824565,0.8127173653706563,0.8101673427789962,9.358330824339303,3,2,1,9,2,1,8.051821072307776,Safe
83.62639287847011,0.6610226698933754,0.5037687455281009,0.7199040647355754,5.599552023274119,8,2,1,15,3,2,7.7443693164577985,At-Risk
102.6702942579713,0.590115112934803,0.5080509484014568,1.0647278370602165,7.823565106824749,6,1,2,18,2,2,10.976470629587846,At-Risk
91.56863216183434,0.828024266361626,0.7544758857934555,1.0268148148494622,7.0420109785377525,4,1,1,18,2,1,8.21728130349635,Warning
74.80418683304862,0.8833475199608255,0.49510391655665675,0.9331593334139844,7.1744455211815765,1,0,1,9,3,2,9.744982715574556,At-Risk
67.15611092411608,0.6603233266484358,0.8597050200720009,0.6710507078009813,4.592750991933634,0,1,0,18,2,2,5.423643480257641,At-Risk
75.68227497274148,0.7539793464888418,0.5705882067946364,0.799123361902992,5.076910636688457,1,2,0,15,2,1,7.297559251667103,Warning
93.43147257053036,0.9709133978272491,0.6951012436984344,0.9225630778949322,5.428324740965061,2,2,0,15,2,2,9.48961953086518,Warning
62.60683188254568,1.0223730513032805,0.7287475942488162,0.8925304426631145,5.627719977467925,3,0,0,15,2,2,9.338639449435151,At-Risk
80.09833816927905,0.6603712495996984,0.7678596028857687,0.9080428534822118,6.48470107627648,1,1,0,15,2,2,6.34036866484666,At-Risk
